,genre,movie id,overview,title,year
1874,Family,11076,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South...",Fly Away Home,1996
1875,Action,10680,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,D3: The Mighty Ducks,1996
1876,Comedy,10680,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,D3: The Mighty Ducks,1996
1877,Drama,10680,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,D3: The Mighty Ducks,1996
1878,Family,10680,The Ducks are offered scholarships at Eden Hall Academy but struggle with their new coach's methods and come under pressure from the board to retain their scholarships before their big game against the Varsity team.,D3: The Mighty Ducks,1996
1879,Drama,10543,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,Fear,1996
1880,Thriller,10543,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,Fear,1996
1881,Romance,10543,A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.,Fear,1996
1882,Action,10534,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,White Squall,1996
1883,Drama,10534,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,White Squall,1996
1884,Adventure,10534,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,White Squall,1996
1885,Action,3595,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Ransom,1996
1886,Thriller,3595,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Ransom,1996
1887,Adventure,10586,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",The Ghost and the Darkness,1996
1888,Comedy,12559,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",First Kid,1996
1889,Family,12559,"Some say that to be the leader of a country is one of the loneliest jobs in the world. But being the child of a world leader can be doubly so. Constantly surrounded by security officers, restricted in movements and having almost every waking moment carefully monitored makes normalcy an impossibility. No one knows this better than young Luke Davenport, the son of U.S. President Davenport. He vents his loneliness, frustration and feelings of isolation from family and friends by being a brat to his private Secret Service agent. When the agent snaps from the strain in front of the First Lady, a new agent is assigned to Luke. He turns out to be the enormous Sam Simms, a bit of a rogue who managed to rise through the ranks by sheer determination rather than strict adherence to Secret-Service protocol. At first, Luke tries all his old tricks upon Sam. But instead of getting angry, Sam seems to actually understand.",First Kid,1996
1890,Action,10861,After a policeman takes his twin brother's place and inherits his problems – and his beautiful girlfriend – he's forced to kickbox his way from France to the U.S. and back while eluding the FBI and Russian mafia.,Maximum Risk,1996
1891,Adventure,10861,After a policeman takes his twin brother's place and inherits his problems – and his beautiful girlfriend – he's forced to kickbox his way from France to the U.S. and back while eluding the FBI and Russian mafia.,Maximum Risk,1996
1892,Thriller,10861,After a policeman takes his twin brother's place and inherits his problems – and his beautiful girlfriend – he's forced to kickbox his way from France to the U.S. and back while eluding the FBI and Russian mafia.,Maximum Risk,1996
1893,Comedy,38223,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",Harriet the Spy,1996
1894,Drama,38223,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",Harriet the Spy,1996
1895,Family,38223,"When the secret notebook of a young girl who fancies herself a spy is found by her friends, her speculations make her very unpopular! Can she win her friends back?",Harriet the Spy,1996
1896,Action,42911,A helicopter charter turns deadly when the pilot finds that she is on a building held by terrorists. It is up to her and her husband to save the hostages.,Skyscraper,1996
1897,Adventure,42911,A helicopter charter turns deadly when the pilot finds that she is on a building held by terrorists. It is up to her and her husband to save the hostages.,Skyscraper,1996
