,genre_ids,id,overview,title,year
244,"[35, 14]",72105,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear or his girlfriend, Lori.",Ted,2012
245,"[18, 53, 80, 9648]",84188,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",Compliance,2012
246,[18],84892,"15-year-old freshman Charlie is a wallflower, always watching life from the sidelines, until two charismatic senior students become his mentors. Free-spirited Sam and her stepbrother Patrick help Charlie discover the joys of friendship, first love, music and more, while a teacher sparks Charlie's dreams of becoming a writer.",The Perks of Being a Wallflower,2012
247,"[28, 878]",49049,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",Dredd,2012
248,[35],87584,"A group of college nerds secretly record a washed up celebrity having sex and post the tape on the internet. When the publicity revives the actress's career, every B-list celebrity, reality show reject, and celebutante in Hollywood want to star in the guys next ""production.""",Celebrity Sex Tape,2012
249,[35],87428,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",That's My Boy,2012
250,"[28, 35, 878]",41154,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",Men in Black 3,2012
251,"[35, 10751]",82650,"School is out and Greg is ready for the days of summer, when all his plans go wrong. What on earth is he going to do all summer?",Diary of a Wimpy Kid: Dog Days,2012
252,"[16, 35, 28, 10751]",82881,"The kingdom is in a festive mood as everyone gathers for the royal wedding of Rapunzel and Flynn. However, when Pascal and Maximus, as flower chameleon and ring bearer, respectively, lose the gold bands, a frenzied search and recovery mission gets underway. As the desperate duo tries to find the rings before anyone discovers that they’re missing, they leave behind a trail of comical chaos that includes flying lanterns, a flock of doves, a wine barrel barricade and a very sticky finale. Will Maximus and Pascal save the day and make it to the church in time? And will they ever get Flynn’s nose right?",Tangled Ever After,2012
253,[28],97430,"In feudal China, a blacksmith who makes weapons for a small village is put in the position where he must defend himself and his fellow villagers.",The Man with the Iron Fists,2012
254,"[18, 35, 10749]",84199,"Dave, a high school senior, spends most of his time pining away over a girl he can’t have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn’t quite understand her or seem to care. Although they go to different schools, Dave and Aubrey find themselves at the same party. When both head outside to get some air, they meet. A casual conversation sparks an instant connection, and, over the course of a weekend, things turn magical, romantic, complicated, and funny as Aubrey and Dave discover what it's like to fall in love for the first time.",The First Time,2012
255,"[18, 53]",68734,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",Argo,2012
256,[18],122126,"Set during the early Joseon Dynasty, the film begins with the queen mother and former concubine (Park Ji-young) in a precarious position of having no blood ties to the childless king (Jung Chan). She schemes to replace him on the throne with his stepbrother and her submissive young son Seong-won (Kim Dong-wook). Indifferent to his mother’s plans, the timid prince falls in love at first sight with Hwa-yeon (Jo Yeo-jeong), an aristocrat’s daughter, who has already found love with Kwon-yoo (Kim Min-joon), a commoner. The king is eventually poisoned to death by the queen mother, who is desperate to be in power. Hwa-yeon is moved to a closely watched humble residence, with the queen mother planning to assassinate Hwa-yeon and her son to secure her position in the palace.",The Concubine,2012
257,"[878, 18, 53]",76726,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",Chronicle,2012
258,"[18, 10751]",119893,A young girl (Jade Pettyjohn) struggles to maintain her school grades while competing as a gymnast.,An American Girl: McKenna Shoots for the Stars,2012
259,"[10749, 878, 18, 14]",58244,"In an alternate universe where twinned worlds have opposite gravities, a young man battles interplanetary prejudice and the laws of physics in his quest to reunite with the long-lost girl of his dreams in this visually stunning romantic adventure that poses the question: what if love was stronger than gravity?",Upside Down,2012
260,"[16, 35, 10751]",62214,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",Frankenweenie,2012
261,"[28, 12]",98567,"Asian Hawk (Jackie Chan) leads a mercenary team to recover several lost artifacts from the Old Summer Palace, the bronze heads of the 12 Chinese Zodiac animals which were sacked by the French and British armies from the imperial Summer Palace in Beijing in 1860. Assisted by a Chinese student & a Parisian lady, Hawk stops at nothing to accomplish the mission.",Chinese Zodiac,2012
262,"[28, 35, 10749]",59962,Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,This Means War,2012
263,"[28, 18, 36]",127533,"Former legendary assassin Kenshin Himura has now become a wandering samurai. Offering aid & protecting those in need as atonement for his past deeds. During this time Kenshin Himura comes across and aides Kaoru Kamiya (Emi Takei). Her father opened the Kamiya Kasshin-ryu, a kendo school located in Tokyo and Kaoru is now an instructor there. Kaoru then invites Kenshin to stay at her dojo. Their relationship develops further, but Kenshin is still haunted by his violent past...",Rurouni Kenshin,2012
